Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Ardmore B&B,https://www.facebook.com/ardmorebedbreakfast/,+353(0)858586103,-7.707480471,51.98364601,Waterford,,Ireland,"B&B,Covid Safety Charter"
Anno Santo Hotel,,+353(0)91523011,-9.088565312,53.26331118,Galway,Salthill,Republic of Ireland,Hotel
Auburn Lodge Hotel and Leisure Centre,http://www.auburnlodge.com,+353(0)656821247,-8.980899,52.865242,Clare,Ennis,Republic of Ireland,"Hotel,Covid Safety Charter"
Ard Mhuiris,,+353(0)9961208,-9.66683,53.122462,Galway,Aran Islands,Republic of Ireland,"B&B,Covid Safety Charter"
Bunratty Villa,http://www.bunrattyvilla.com,+353(0)61369241,-8.808717,52.70408,Clare,Bunratty,Republic of Ireland,B&B
Brielle House,http://www.briellehouse.ie,+353(0)578644329,-7.324429,53.112562,Laois,Irishtown,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Sea Rod Inn,https://www.facebook.com/pages/The-Sea-Rod-Inn-Doohoma/128115993886998,+353(0)9786767,-9.952299,54.069885,Mayo,Doohoma,Republic of Ireland,"Guesthouse,Covid Safety Charter"
The Botanical B&B,https://twogreenshoots.com/escapes/,+353(0)897081099,-9.568428227,51.77740304,Cork,Glengarriff,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard,Camping,Glamping"
Ore a Tava House,http://oreatavahouse.com/,353657000000,-9.288794455,53.03873241,Clare,Lisdoonvarna,Republic of Ireland,"B&B,B&B Ireland"
Westland Holiday Homes,,+353(0)876370737,-9.770466852,51.80330693,Kerry,Tuosist,Republic of Ireland,Self Catering Accommodation
Cluain Raite,http://www.rentacottage.ie/holiday-homes/cottages/clare/bunratty_west.htm,+353(0)61411109,-8.81978,52.698871,Clare,Bunratty,Republic of Ireland,Self Catering Accommodation
Ard na Greine,http://www.ardnagreine.eu,+353(0)527443059,-7.915593331,52.37742567,Tipperary,Cahir,Republic of Ireland,B&B
Springfield Lodge,http://springfieldlodgebb.com/,+353(0)646632944,-9.487922283,52.05398841,Kerry,Ballycasheen,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
St Martha's B&B,,+353(0)949388774,-8.91544067,53.79467421,Mayo,Knock,Ireland,"B&B,Welcome Standard"
Lis-Ardagh Lodge,http://www.lis-ardaghlodge.com,+353(0)2834951,-9.150218,51.56235,Cork,Ardagh,Republic of Ireland,"B&B,Covid Safety Charter"
Árasáin Cholmcille,http://arasaincholmcille.littleireland.ie,+353(0)861261103,-8.23175337,55.2663815,Donegal,Derrybeg,Ireland,Self Catering Accommodation
Claremont,,+353(0)91523014,-9.108588,53.263405,Galway,Galway City,Republic of Ireland,B&B
Perrymount Country Home,http://www.perrymountcountryhome.com,+353(0)40237418,-6.239306,52.736785,Wexford,Inch,Republic of Ireland,"B&B,Covid Safety Charter"
Doolin Riverside Caravan and Camping Park,http://www.campingdoolin.com/,+353(0)852819888,-9.380126349,53.01636573,Clare,Doolin,Republic of Ireland,"Camping,Covid Safety Charter"
Termon House - Irish Landmark Trust,http://www.irishlandmark.com/property/termon_house/,+353(0)16704733,-8.451320915,54.93504732,Donegal,Dungloe,Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Cul Draiochta,,+353(0)669473141,-10.241932,51.93396424,Kerry,,Republic of Ireland,B&B
Easdale,http://easdaleguesthouse.com,+353(0)51384882,-7.245989047,52.23513767,Waterford,Kilmeaden,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Corcreggan Mill,https://www.facebook.com/corcregganmill/,+353(0)749136409,-8.004017123,55.16696248,Donegal,Dunfanaghy,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Villa Rose Hotel,https://www.facebook.com/thevillarosehotel,+353(0)749132266,-7.781476,54.799599,Donegal,Ballybofey,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Schull Harbour Apartments,https://schullharbourhotel.ie/apartments.html,+353(0)2828801,-9.544078375,51.52754363,Cork,Schull,Ireland,Self Catering Accommodation
Almara House,http://almarahouse.com,+353(0)91755345,-9.004908993,53.27616216,Galway,Merlin Park,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Carrygerry Country House,http://www.carrygerryhouse.com,+353(0)61360500,-8.938645,52.700803,Clare,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Anam Cara Luxury Manor,http://anamcaraguesthouse.com,+353(0)539261895,-6.589338629,52.50643812,Wexford,Enniscorthy,Ireland,"B&B,B&B Ireland"
Cornode - Lakeside,http://www.escapetoloughderg.net,+353(0)6733376,-8.369672455,52.90403938,Tipperary,Garrykennedy,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
The White House,http://www.thewhitehouseblarney.com,+353(0)214385338,-8.558296,51.932968,Cork,Blarney,Republic of Ireland,B&B
Latchfords,http://www.latchfords.ie,+353(0)16760784,-6.24772249,53.33567799,Dublin,Dublin City,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Keanes Cottage,http://www.keanescottage.com/,+353(0)876644904,-7.823938822,51.956456,Waterford,Kinsalebeg,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Inishmulclohy Lodge,http://www.nealgreig.com,+353(0)876421482,-8.580957636,54.30117221,Sligo,Coney Island,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Sliabh Beagh Hotel & Tourism Centre,https://sliabhbeaghhotel.ie/,+353(0)4789014,-7.12933,54.30635,Monaghan,Knockatallon,Republic of Ireland,Hotel
Killary Adventure Centre,http://www.killaryadventure.com,+353(0)9543411,-9.769156985,53.59268857,Galway,Leenane,Republic of Ireland,"Welcome Standard,Activity Holiday Accommodation"
Carraig Rua,http://www.carraigruabandb.com,+353(0)567722929,-7.242511,52.653404,Kilkenny,Kilkenny City,Republic of Ireland,"B&B,Covid Safety Charter"
Coomassig View,http://coomassigview.kerry-ireland.com,+353(0)646675005,-9.911975,51.838594,Kerry,Sneem,Republic of Ireland,"B&B,Covid Safety Charter"
Drumbeagh House,http://www.bandbireland.com/accommodation/26836/drumbeagh-house,+353(0)749731307,-8.446048246,54.6429876,Donegal,Killybegs,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Billeragh House,,+353(0)870523499,-9.510009,52.419712,Kerry,Listowel,Republic of Ireland,Hostel
Springfield Hotel,http://www.springfieldhotel.ie,+353(0)14581100,-6.479902196,53.36027218,Kildare,Leixlip,Republic of Ireland,"Hotel,Stay and Spend"
21 The Waterfront,https://www.waterfrontdromod.ie/accommodation,353833000000,-7.922349,53.8549654,Leitrim,,Ireland,"Self Catering Accommodation,Welcome Standard"
Elmdale,http://www.elmdalehouse.com,+353(0)656827151,-8.919539,52.912225,Clare,Barefield,Republic of Ireland,"B&B,Covid Safety Charter"
Lake Hotel,http://www.lakehotelkillarney.com,+353(0)646631035,-9.499806,52.038284,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Powers the Pot Caravan and Camping Park,https://www.powersthepot.com/,+353(0)526123085,-7.622709,52.32725,Tipperary,Clonmel,Republic of Ireland,"Camping,Covid Safety Charter"
Silver Crescent Coach House & Apartments,https://www.yourtimeinireland.ie,+353(0)872729212,-9.063748607,53.26853918,Galway,Galway City,Ireland,"Self Catering Accommodation,Welcome Standard"
An Stór Townhouse,https://www.facebook.com/anstormidleton/,+353(0)214633106,-8.172431253,51.91549739,Cork,,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard,Stay and Spend"
Lakeside Holiday Park,http://www.lakesideireland.com,+353(0)61927225,-8.420733,52.927549,Clare,Mountshannon,Republic of Ireland,Camping
Iveragh Heights,http://www.iveraghheights.com,+353(0)669472545,-10.21354198,51.95060114,Kerry,,Republic of Ireland,"B&B,Covid Safety Charter"
Louisburgh Lodge,,+353(0)9866202,-9.814413,53.761702,Mayo,Louisburgh,Republic of Ireland,B&B
Ross House (Roscommon),http://www.rosshouse.ie/,+353(0)906628891,-8.204751116,53.62916983,Roscommon,,Ireland,B&B
Martello Tower,http://www.martellotowersutton.com,+353(0)861642671,-6.096075,53.369321,Dublin,Sutton,Republic of Ireland,Self Catering Accommodation
Stonecroft,http://www.stonecroft.ie,+353(0)719145667,-8.486666,54.313446,Sligo,,Republic of Ireland,B&B
Darver Castle,http://www.darvercastle.ie,53429379466,-6.4698117,53.9258358,Louth,Darver,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
River Meadows,http://www.rivermeadowsbnb.com,+353(0)646641306,-9.610252,51.878505,Kerry,Kenmare,Republic of Ireland,"B&B,Covid Safety Charter"
Derrbehy House,,+353(0)719646200,-8.108727053,54.08173941,Roscommon,Arigna,Republic of Ireland,"B&B,Covid Safety Charter"
Inishmore House,http://www.inishmorehouse.com,+353(0)91582639,-9.066942,53.267124,Galway,Lower Salthill,Republic of Ireland,"B&B,Covid Safety Charter"
WatersEdge Hotel,http://www.watersedgehotel.ie,+353(0)214815566,-8.297908,51.849027,Cork,Cobh,Republic of Ireland,"Hotel,Covid Safety Charter"
Glen House,http://www.glenhouse.ie,+353(0)749376745,-7.436423038,55.26798155,Donegal,Straid,Republic of Ireland,"B&B,Covid Safety Charter"
Whites Burren Castle Hotel,http://whitehotelgroup.com/hotels/burren-castle-hotel-2/,+353(0)657074344,-9.315740971,53.01875895,Clare,Lisdoonvarna,Republic of Ireland,Hotel
Gallagher's B&B,https://www.bandbireland.com/accommodation/26256/gallagher-s-b-b,+353(0)91522078,-9.076698983,53.27200659,Galway,Galway City,Ireland,"B&B,B&B Ireland"
Ashville House,http://www.ashvillehousetralee.com,+353(0)667123717,-9.700471,52.255824,Kerry,Tralee,Republic of Ireland,B&B
Glen of Aherlow Caravan & Camping Park,http://www.tipperarycamping.com,+353(0)6256555,-8.192575,52.418919,Tipperary,Newtown,Republic of Ireland,"Camping,Covid Safety Charter"
Liskea House,http://www.bandbireland.com/accommodation/26549/liskea-house,+353(0)91584318,-9.066746,53.265849,Galway,Salthill,Republic of Ireland,B&B
Fuchsia House,http://www.fuchsiahouse.com,+353(0)646633743,-9.507512,52.050792,Kerry,Killarney,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Fossa Holiday Hostel,https://www.fossacampingkillarney.com/hostel/,+353(0)646631497,-9.587802,52.070847,Kerry,Fossa,Republic of Ireland,Hostel
Cedar Lodge Hotel and Restaurant,http://www.cedarlodgehotel.ie/,+353(0)51428386,-6.773846,52.364251,Wexford,Newbawn,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Aras Mhuire,http://homepage.eircom.net/~doniec,+353(0)6821515,-9.494993,52.448624,Kerry,Listowel,Republic of Ireland,"B&B,Covid Safety Charter"
Woodbine Cottage,http://www.woodbinecottagewestport.com,+353(0)9829143,-9.522541148,53.80425582,Mayo,Westport,Republic of Ireland,"B&B,Covid Safety Charter"
Elite B&B,http://www.elitebnb.ie,+353(0)91588760,-9.065188828,53.26703403,Galway,Galway City,Ireland,B&B
Celtic Nest,https://celtic-nest.business.site,+353(0)894462154,-8.334036573,53.39840279,Galway,Ahascragh,Ireland,"Self Catering Accommodation,Welcome Standard"
Woodfield House Hotel,http://www.woodfield.ie/,+353(0)61453022,-8.650571475,52.66780673,Limerick,Limerick City,Republic of Ireland,"Hotel,Covid Safety Charter"
Carra Caravan and Camping Park,http://www.carracaravanpark.com/,+353(0)949032054,-9.215432,53.798768,Mayo,Belcarra,Republic of Ireland,Camping
Rowanville Lodge,https://www.facebook.com/wellcomesu,+353(0)719163958,-8.509678,54.402739,Sligo,Grange,Republic of Ireland,"B&B,Covid Safety Charter"
Curran,http://www.curransbandb.com/,+353(0)498541390,-7.163568,53.766702,Meath,Oldcastle,Republic of Ireland,Self Catering Accommodation
Kinsale Holiday Village,http://www.kinsaleholidayvillage.com,+353(0)214772488,-8.516539,51.709711,Cork,Kinsale,Republic of Ireland,Self Catering Accommodation
Caseys Caravan Park,http://www.caseyscaravanpark.com,+353(0)749155376,-7.837826,55.195124,Donegal,Downings,Republic of Ireland,"Camping,Covid Safety Charter"
Sandymount Hotel,http://www.sandymounthotel.ie,+353(0)16142000,-6.224431,53.333405,Dublin,Dublin City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Ashbourne Court Hotel,http://www.ashbournecourthotel.ie,+353(0)18359300,-6.396965,53.510075,Meath,Ashbourne,Republic of Ireland,"Hotel,Covid Safety Charter"
Trinity College Dublin Campus Accommodation,https://tcd.ie/summeraccommodation/city-centre/trinity-campus/,+353(0)18961177,-6.259064985,53.34446417,Dublin,,Republic of Ireland,Self Catering Accommodation
Weston House B&B,https://www.facebook.com/WestonHouseIreland?fref=ts,+353(0)2645097,-9.171422976,51.94599792,Cork,Ballyvourney,Republic of Ireland,B&B
Laurels Guesthouse,http://www.thelaurelskilkenny.com,+353(0)567761501,-7.260896,52.644713,Kilkenny,Kilkenny City,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Ferriter's Cove,https://twitter.com/ferriters_cove,+353(0)669156295,-10.44443939,52.17793898,Kerry,Ballyferriter,Republic of Ireland,"B&B,Covid Safety Charter"
Foxford Farm House,http://www.foxfordfarmhouse.net/,+353(0)6254552,-8.093882,52.438076,Tipperary,Foxford,Republic of Ireland,B&B
Cradog,,+353(0)568835224,-7.496444,52.70616,Kilkenny,Freshford,Republic of Ireland,"B&B,Covid Safety Charter"
Riverdale Farmhouse,http://www.riverdaledoolin.com,+353(0)657074257,-9.347061,53.023344,Clare,Doolin,Republic of Ireland,"B&B,Covid Safety Charter"
Parkway Hotel,https://www.facebook.com/pages/The-Parkway-Hotel/114636488609603?ref=aymt_homepage_panel,+353(0)238845236,-9.112698199,51.71808705,Cork,Dunmanway,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Portobello B&B,http://www.portobellobandb.com/,+353(0)14543259,-6.273254,53.331974,Dublin,Dublin,Republic of Ireland,B&B
Valley Lodge Farm Hostel,http://www.valleylodgeaccommodation.com/hostel.htm,+353(0)949365180,-9.058048,53.784251,Mayo,Claremorris,Republic of Ireland,"Hostel,Covid Safety Charter"
Lady Gregory Hotel Conference and Leisure Club,http://www.ladygregoryhotel.ie,+353(0)91632333,-8.814912,53.061221,Galway,Gort,Republic of Ireland,"Hotel,Covid Safety Charter"
Galey Bay Caravan and Camping Park,http://www.galeybaycamping.ie,+353(0)906661058,-8.066907,53.577145,Roscommon,Knockcroghery,Republic of Ireland,"Camping,Covid Safety Charter"
The Old Rectory Apartments - Loft,https://www.theoldrectoryireland.com/the-loft-self-catering/,+353(0)719644089,-7.836422,54.015879,Leitrim,Fenagh,Ireland,Self Catering Accommodation
Twin Peaks B&B,http://www.twinpeaksdoolin.com,+353(0)657075777,-9.387061791,53.01409066,Clare,Doolin,Ireland,"B&B,Covid Safety Charter"
Wards Hotel,,+353(0)91581508,-9.067949449,53.26703337,Galway,Lower Salthill,Republic of Ireland,"Hotel,Covid Safety Charter"
Flemings White Bridge Caravan and Camping,http://www.killarneycamping.com,+353(0)646631590,-9.475904065,52.05711322,Kerry,Killarney,Republic of Ireland,"Camping,Covid Safety Charter"
Duncarberry Heights ,https://www.portbegholidayhomes.com/duncarberry-heights-tullaghan/,353720000000,-8.3277167,54.4653452,Leitrim,,Ireland,"Self Catering Accommodation,Welcome Standard"
Brighton House,http://www.brightonhouse.ie,+353(0)526123665,-7.702854,52.356318,Tipperary,Clonmel,Republic of Ireland,Guesthouse
Bru Chlann Lir,https://www.facebook.com/Bru-Chlann-Lir-1578172519113574/,+353(0)9785741,-10.099878,54.13762,Mayo,Clogher,Republic of Ireland,"B&B,Covid Safety Charter"
River Valley Caravan Park,http://www.rivervalleypark.ie,+353(0)40441647,-6.144819,52.88893,Wicklow,Redcross,Republic of Ireland,"Camping,Covid Safety Charter"
Suan na Mara,http://www.suannamaraholidaycottage.com,+353(0)872335041,-9.179640412,54.19903176,Mayo,Moyne,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Ard Na Gaoithe,http://www.capeclearbandb.ie,+353(0)2839160,-9.494535284,51.4358631,Cork,Cape Clear Island,Republic of Ireland,"B&B,Covid Safety Charter"
Kenmare Bay Cottages,http://www.kenmarebayhotel.com/kenmare-self-catering/,+353(0)646641300,-9.602393,51.88135,Kerry,Kenmare,Republic of Ireland,Self Catering Accommodation
Bradleys Cottage Creeslough,,+353(0)879589087,-7.918713816,55.11130136,Donegal,Creeslough,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Rossarney House,http://www.bandbireland.com/accommodation/26251/rossarney-house,+353(0)646634630,-9.518480184,52.06693069,Kerry,Killarney,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Marygrove Court,,+353(0)949252381,-9.074041,53.261606,Galway,Salthill,Republic of Ireland,Self Catering Accommodation
Merriman Hotel,http://www.merrimanhotel.com,+353(0)91638222,-8.939892,53.13931,Galway,Kinvara,Republic of Ireland,Hotel
Millstream House,http://www.millstreamhouse.com,+353(0)6821129,-9.515209,52.443025,Kerry,Listowel,Republic of Ireland,B&B
Forty Four Main Street,http://www.thefortyfour.ie/,+353(0)18401308,-6.221102,53.457636,Dublin,Swords,Republic of Ireland,Hotel
Park House,http://www.parkhouse.ie,+353(0)61369902,-8.810057,52.706119,Clare,Bunratty,Republic of Ireland,"B&B,Covid Safety Charter"
Park South,http://www.park-south.com,+353(0)2225296,-8.523922,52.226934,Cork,Doneraile,Republic of Ireland,"B&B,Covid Safety Charter"
Glengarriff Caravan and Camping Park,,+353(0)2763154,-9.555153169,51.7481265,Cork,Glengarriff,Republic of Ireland,"Camping,Covid Safety Charter"
Manderley,,+353(0)646633478,-9.505486,52.055092,Kerry,Killarney,Republic of Ireland,B&B
Cois Farraige Strandhill,http://coisfarraigestrandhill.com,+353(0)877510999,-8.609589483,54.27012118,Sligo,Strandhill,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Rush Lake House,http://www.rushlakehouse.com,+353(0)9535915,-9.924923,53.391558,Galway,Roundstone,Republic of Ireland,B&B
Meadow Camping Park,,+353(0)2833280,-9.10905,51.564219,Cork,Glandore,Republic of Ireland,Camping
Ivy House,http://www.selfcateringvalentiaisland.com,353876000000,-10.288855,51.920992,Kerry,Knightstown,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Ballinacourty House,http://www.camping.ie,+353(0)6256000,-8.209861,52.41631,Tipperary,Glen Of Aherlow,Republic of Ireland,Camping
The Old Irish Farmhouse,http://carrowcullen.com,+353(0)874212696,-8.725071596,54.22263828,Sligo,Skreen,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Coolanowle Country House,http://www.coolanowle.com,+353(0)598625176,-7.030013,52.907833,Carlow,,Republic of Ireland,"B&B,Covid Safety Charter"
Elthorne House,,+353(0)863626479,-8.441705704,54.78518393,Donegal,Ardara,Republic of Ireland,Self Catering Accommodation
Inchiquin View,https://www.facebook.com/inchiquinview.farmhouse,+353(0)656837731,-9.09143,52.972322,Clare,Kilnaboy,Republic of Ireland,B&B
Curraghchase Caravan & Campsite,http://www.curraghchasecaravanpark.ie,+353(0)61396349,-8.880201,52.618176,Limerick,Kilcornan,Ireland,"Camping,Welcome Standard"
Killiane Castle Courtyard Apartments,https://www.facebook.com/KillianeCastlecountryhousefarm/,+353(0)539158885,-6.448603419,52.29195629,Wexford,Drinagh,Republic of Ireland,Self Catering Accommodation
Salterbridge Gatelodge - The Irish Landmark Trust,http://www.irishlandmark.com/property/salterbridge-gatelodge/,+353(0)16704733,-7.862920247,52.15120772,Waterford,Cappoquin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Courtbrack Accommodation,,+353(0)61302500,-8.646733,52.655444,Limerick,Limerick City,Republic of Ireland,Hostel
Nymphsfield House,http://www.nymphsfieldhouse.com,+353(0)949546320,-9.272576,53.544615,Mayo,Cong,Republic of Ireland,"B&B,Covid Safety Charter"
Inveraray Farm,http://www.inverarayfarm.com,+353(0)646644224,-9.634817705,52.06462608,Kerry,Beaufort,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Dooley's Hotel Waterford,http://www.dooleys-hotel.ie,+353(0)51873531,-7.115599237,52.26286088,Waterford,Waterford City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Loughdan House,http://www.loughdanhouse.com,+353(0)12817027,-6.289260119,53.06687021,Wicklow,Roundwood,Republic of Ireland,B&B
Devanes,http://www.devanesdingle.com,+353(0)669151193,-10.27266317,52.14356525,Kerry,Dingle,Republic of Ireland,B&B
Jacob's Well Hotel,http://www.jacobswellrathdrum.com,+353(0)40446620,-6.230793,52.932588,Wicklow,Rathdrum,Republic of Ireland,"Hotel,Covid Safety Charter"
Granuaile House,http://granuailehouse.islandswest.ie/,+353(0)9826250,-9.952312,53.799888,Mayo,Clare Island,Republic of Ireland,"B&B,Covid Safety Charter"
Sleepzone,https://www.facebook.com/sleepzone,+353(0)91566999,-9.05057,53.276675,Galway,Galway City,Republic of Ireland,"Hostel,Covid Safety Charter"
Hillview,http://www.hillview-oranmore.com/?reloaded=yes#home,+353(0)91794341,-8.909719,53.254836,Galway,Moneymore,Republic of Ireland,"B&B,Covid Safety Charter"
Treetops,https://www.treetopsbnb.com/,+353(0)5843331,-7.660622218,52.12497296,Waterford,Kilgobnet,Ireland,"B&B,Covid Safety Charter"
Rocklands House,http://www.kinsaletown.com,+353(0)214772609,-8.528187,51.696388,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
The Sleepy Camel,http://www.thesleepycamel.com,+353(0)669768660,-9.938531,52.056833,Kerry,Glenbeigh,Ireland,"Hostel,Covid Safety Charter"
Adare Camping & Caravan Site,http://www.adarecamping.com,+353(0)61395376,-8.793513,52.538133,Limerick,Adare,Republic of Ireland,Camping
The Ripley Court Hotel,http://www.ripleycourt.com,+353(0)18365892,-6.251813,53.351306,Dublin,Dublin City,Republic of Ireland,Hotel
Ardboula House,http://ardboula.com/,353862000000,-8.774839057,52.89454154,Clare,Tulla,Ireland,"Self Catering Accommodation,Welcome Standard"
Melview Lodge,http://www.melviewlodge.com,+353(0)433345061,-7.791233,53.756633,Longford,,Republic of Ireland,B&B
Brooklodge,http://www.brooklodgebandb.com,+353(0)9826654,-9.521235,53.805861,Mayo,Westport,Republic of Ireland,"B&B,Covid Safety Charter"
Heritage Cottage,http://carlingfordselfcatering.ie,+353(0)874173277,-6.18127499,54.04003117,Louth,Carlingford,Ireland,"Self Catering Accommodation,Welcome Standard"
O’Flaherty’s B&B,https://www.oflahertys-bnb.com/,+353(0)669151641,-10.25431673,52.14517335,Kerry,Dingle,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Garryvoe Beach Homes,http://www.garryvoebeachhomes.ie,353872000000,-8.000015,51.862202,Cork,Garryvoe,Ireland,"Self Catering Accommodation,Welcome Standard"
Eagle Point Camping,http://www.eaglepointcamping.com,+353(0)2750630,-9.453848,51.719186,Cork,Ballylickey,Republic of Ireland,"Camping,Covid Safety Charter"
Haywoods,http://www.littleireland.ie/haywoods,+353(0)749721236,-8.098833,54.653352,Donegal,,Republic of Ireland,B&B
The Upton Court Hotel,http://www.seanogs.ie,+353(0)539130128,-6.280333926,52.51736205,Wexford,Kilmuckridge,Ireland,"Hotel,Covid Safety Charter"
Old Deanery Holiday Cottages,http://www.olddeanerycottages.com,+353(0)9632221,-9.220393,54.212835,Mayo,Killala,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Mill Park,http://www.millparkhotel.com/,+353(0)749722880,-8.118215,54.65912,Donegal,Donegal Town,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Anglers Return,http://www.anglersreturn.com,+353(0)9531091,-9.868505,53.438149,Galway,Toombeola,Republic of Ireland,B&B
Santa Cruz,http://www.santacruzbbdunlaoghaire.com,+353(0)12841334,-6.145764,53.28484,Dublin,,Republic of Ireland,B&B
The Oystercatcher Lodge,http://www.oystercatcherlodge.com/,+353(0)429373922,-6.18700909,54.04012377,Louth,Carlingford,Republic of Ireland,"B&B,Welcome Standard"
DCU Rooms Glasnevin,http://dcurooms.com/dcu-glasnevin/overview,+353(0)17008037,-6.258404736,53.38447895,Dublin,Glasnevin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Ocean Island Caravan and Camping Park,http://www.oceanislandmobilehomes.com/,+353(0)51397148,-6.844535,52.19997,Wexford,New Ross,Republic of Ireland,Camping
Killarney Glamping at the Grove,https://www.killarneyglamping.com/,353880000000,-9.484644,52.054162,Kerry,Ballycasheen,Ireland,"Camping,Welcome Standard,Stay and Spend,Glamping"
Clooneen Guesthouse,http://www.clooneenhousewestport.com,+353(0)9825361,-9.518095,53.801381,Mayo,Westport,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Burton Street House,,+353(0)9622050,-9.165424,54.134574,Mayo,Ballina,Republic of Ireland,B&B
Glen Ross Caravan and Camping Park,http://www.campingkerry.com,+353(0)871376865,-9.937182,52.059178,Kerry,Glenbeigh,Republic of Ireland,"Camping,Covid Safety Charter"
Kyrina,,+353(0)40236164,-6.298688,52.855018,Wicklow,Aughrim,Republic of Ireland,B&B
Atlantic 'N' Riverside,http://www.easkeybandb.com,+353(0)9649837,-8.960796,54.286351,Sligo,Easkey,Ireland,"B&B,Covid Safety Charter"
Buckleys Self Catering,,+353(0)2970558,-9.06074885,52.0598703,Cork,Millstreet,Republic of Ireland,Self Catering Accommodation
An Dooneen,http://www.hurleysbandb.com/,+353(0)669155112,-10.34374307,52.20073909,Kerry,Ballydavid,Republic of Ireland,"B&B,Covid Safety Charter"
An Crúiscín Lán,http://www.cruiscin.ie,+353(0)91553148,-9.306534,53.243982,Galway,Spiddal,Republic of Ireland,Hotel
San Juan,http://www.sanjuan-guesthouse.com,+353(0)18460424,-6.20318,53.424467,Dublin,Kinsealy,Republic of Ireland,"B&B,Covid Safety Charter"
Clody Lodge,http://clodylodge.ie,+353(0)539377137,-6.653910264,52.65557342,Wexford,Bunclody,Ireland,"B&B,Welcome Standard"
Donemark Rise,http://www.donemarkrise.webs.com,+353(0)2751099,-9.428014,51.700671,Cork,Bantry,Republic of Ireland,"B&B,Covid Safety Charter"
The Courtyard - Sheen Falls Country Club,https://www.facebook.com/sheenfalls.countryclub,+353(0)646671512,-9.563494,51.8743,Kerry,Kenmare,Republic of Ireland,"Self Catering Accommodation,Stay and Spend"
Orchard View Holiday Home,,+353(0)495552604,-7.039066079,54.05297359,Cavan,Cootehill,Republic of Ireland,Self Catering Accommodation
Viking House Hotel,http://www.vikinghousehotel.com,+353(0)749543295,-8.385586374,55.0226657,Donegal,Kincasslagh,Republic of Ireland,Hotel
Strand Hotel,http://www.ballyliffinstrandhotel.com/,+353(0)749376107,-7.393043843,55.28082672,Donegal,Ballyliffin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Hotel Rosslare,http://www.hotelrosslare.ie,+353(0)539133110,-6.336553921,52.24991367,Wexford,Rosslare Harbour,Republic of Ireland,Hotel
Harristown House In-Family Accommodation,http://harristownhouse.ie,+353(0)877414971,-6.691352375,53.13172416,Kildare,,Republic of Ireland,"Welcome Standard,Activity Holiday Accommodation"
12 Monterey Court,http://www.12montereycourt.com,+353(0)868424004,-9.073866,53.261041,Galway,Salthill,Republic of Ireland,Self Catering Accommodation
Fitzgeralds Hotel,http://www.fitzgeraldshotel.com,+353(0)719841336,-8.284494546,54.47662929,Donegal,Bundoran,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Tirconaill B&B,http://www.tirconaillhouse.com,+353(0)18407962,-6.218899,53.455747,Dublin,Swords,Republic of Ireland,"B&B,Covid Safety Charter"
