Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
The School of Jewellery Ireland,https://www.theschoolofjewellery.ie/,+353(0)15611207,-6.2587594,53.3409409,Dublin,Dublin,Ireland,"Craft,Shopping,Learning,Activity Operator,Cafe,Food and Drink,Food Shops"
Lough Achryane,,,-9.491467193,52.63792443,Clare,Kilrush,Republic of Ireland,"Fishing,Angling"
Schull Farmers Market,http://www.schullmarket.com/,3532837593,-9.5451408,51.525699,Cork,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Arbour Hill Cemetery,https://heritageireland.ie/visit/places-to-visit/arbour-hill-cemetery/,35318213021,-6.2871173,53.3509571,Dublin,,Ireland,"Public Park,Nature and Wildlife,Tour"
The English Academy,http://www.theenglishacademy.ie,+353(0)18726600,-6.259932,53.349959,Dublin,,Republic of Ireland,Learning
Jacobs Well,http://jacobswellrathdrum.com,35340446282,-6.2308409,52.9326496,Wicklow,Rathdrum,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Prince Bar,https://www.theprinceofwales.ie/dine/the-prince-bar,353906000000,-7.9384954,53.4236316,Westmeath,Athlone,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Woodturning Studio,http://www.thewoodturningstudio.ie,353873000000,-6.2903751,52.677251,Wexford,Gorey,Ireland,"Craft,Shopping,Learning,Food Shops"
City Limits Comedy Club,http://www.thecomedyclub.ie,353215000000,-8.470816,51.90182988,Cork,Cork City,Republic of Ireland,"Venue,Comedy"
L'Athmosphere,http://restaurant-latmosphere.zenchef.com,353890000000,-7.1079382,52.2606204,Waterford,,Ireland,"Food and Drink,Restaurant"
Glendalough Woollen Mills,http://www.glendaloughwoollenmills.com,35340445156,-6.3011904,53.0032919,Wicklow,Glendalough,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Donabate Golf Club,http://www.donabategolfclub.com,35318436346,-6.126744,53.479945,Dublin,,Ireland,"Golf Course,Golf,Activity Operator"
Greenaer,https://www.greenaer.ie,35316747849,-6.2485343,53.3443174,Dublin,Dublin,Ireland,"Cycling,Bike Rental,Tour,Food Shops,Shopping"
Lee Valley Walking,http://www.leevalleywalking.com,+353(0)2645642,-9.107980165,51.92302584,Cork,Macroom,Republic of Ireland,"Walking,Activity Operator,Tour"
Counter Culture,http://counterculture.ie,+353(0)16799225,-6.264135182,53.33940141,Dublin,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Origin Farmers Market,http://www.beeparkresourcecentre.com/farmers-market/,353720000000,-8.174540956,54.30599613,Leitrim,Manorhamilton,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
The Willows,http://thewillowsdundrum.com/,+353(0)12984310,-6.250868,53.284176,Dublin,Dundrum,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Tricky Tricksters Magic Castle,https://www.facebook.com/Tricky-Tricksters-Magic-Castle-186433084727717/,+353(0)45409192,-6.738586643,53.20822424,Kildare,Naas,Republic of Ireland,Activity Operator
Wild Atlantic Ways Day Tour,http://wildatlanticways.ie,+353(0)858888181,-8.495074739,54.32622821,Sligo,,Ireland,"Cycling,Surfing,Activity Operator,Walking,Day Tour,Tour"
Aidi MacDáibhi Celtic Jewellery,http://www.celticjewelry.ie,353835000000,-9.482015,52.447323,Kerry,Listowel,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Grill at the Castle,http://www.fitzpatrickcastle.com,+353(0)12305400,-6.113045,53.269346,Dublin,Killiney,Republic of Ireland,"Food and Drink,Restaurant"
Athlone Towncentre Shopping Centre,https://athlonetowncentre.com/,353906000000,-7.9359324,53.4239889,Westmeath,Athlone,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Kiltrea Bridge Pottery,https://www.facebook.com/KiltreaBridgePottery,353539000000,-6.64402,52.51035,Wexford,Enniscorthy,Ireland,"Craft,Shopping,Learning,Food Shops"
Goose Island Workshop,http://www.gooseislandworkshop.ie,353667000000,-10.00345099,52.23796531,Kerry,Castlegregory,Ireland,"Craft,Shopping,Learning,Activity Operator,Food Shops"
The Lobster Pot,https://www.facebook.com/pages/category/Seafood-Restaurant/The-Lobster-Pot-Seafood-Bar-and-Restaurant-172984432755697,353750000000,-8.4400194,54.983842,Donegal,Burtonport,Ireland,"Food and Drink,Restaurant"
ISI - Ireland International Study Institute,http://www.studyinireland.ie,+353(0)18727888,-6.269322,53.347634,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Learning"
South William,http://www.southwilliam.ie/,+353(0)16875822,-6.262629708,53.34167091,Dublin,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Satmya Ayurveda and Naturopathy,http://www.satmya.com,+353(0)61622751,-8.439961,52.80697,Clare,Killaloe,Republic of Ireland,"Learning,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator,Food Shops,Shopping"
A Heritage Walk of Old Galway,,+353(0)91588897,-9.04947255,53.27217881,Galway,Galway City Centre,Republic of Ireland,"Walking,Activity Operator,Tour"
SWI500,https://swi500.ie/,353874000000,-9.53767,51.5349296,Cork,Cork City,Republic of Ireland,"Activity Operator,Tour"
Embrace Abundant Bandon,http://www.countrymarkets.ie,353879000000,-8.7393164,51.7448038,Cork,Bandon,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
The Roastery Coffee House,http://www.javarepublic.com/about-us/the-roastery-cafe/,+353(0)18612985,-6.346833,53.412924,Dublin,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
The Beach Bar,http://www.thebeachbarsligo.com,3530720000000,-8.7570135,54.2693484,Sligo,Templeboy,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Shamrock Walking Tours Ltd.,https://www.shamrockwalkingtours.com/walking-in-ireland.html,353877000000,-8.5149299,52.9423788,Clare,,Ireland,"Covid Safety Charter,Walking,Activity Operator,Tour"
Butlers Chocolate Café - Liffey Street,https://www.butlerschocolates.com/en/chocolate-cafes/locator/liffey-valley-shopping-centre-dublin,35318783402,-6.26323582,53.34705177,Dublin,Dublin City,Ireland,"Food and Drink,Restaurant,Cafe"
Craft Beer & Seafood Trail,http://hiddenhowthexperiences.com/craft-beer-seafood-trail,+353(0)879781390,-6.074220999,53.38901876,Dublin,Howth,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Ragazzi Italian Restaurant,,+353(0)12847280,-6.102749,53.277243,Dublin,Dalkey,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Laois Angling Centre,http://www.laoisanglingcentre.ie,353878000000,-7.627215,52.985366,Laois,Coolrain,Ireland,"Fishing,Angling,Activity Operator"
Ireland West Motorhomes,http://www.iwmotorhomes.ie,+353(0)949060300,-9.29607379,53.85035189,Mayo,Castlebar,Ireland,"Transport,Coach,Road"
Walking Tours Of Dublin Now And Then,,+353(0)864084040,-6.268023563,53.34266749,Dublin,Dublin City,Ireland,"Walking,Activity Operator,Tour"
The  Suir Inn - McAlpins,http://www.mcalpins.com,35351382220,-6.996375,52.271636,Waterford,Cheekpoint,Ireland,"Food and Drink,Restaurant,Seafood"
Hennessy's Pub,http://facebook.com/hennessysofferbane,353906000000,-7.827723,53.271418,Offaly,Ferbane,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Corballis Golf Club,http://corballislinks.com,35318436583,-6.126445,53.471366,Dublin,Donabate,Ireland,"Golf Course,Covid Safety Charter,Golf"
Midleton Farmers Market,https://www.facebook.com/pages/category/Farmers-Market/Midleton-Farmers-Market-256393317721047/,3532498121,-8.1745,51.917997,Cork,Midleton,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Roches Bar,http://www.rochesbar.ie,35351389188,-6.933726,52.221287,Wexford,Duncannon,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Kerry Crafted Glass,http://www.irishkerryglass.com,353647000000,-9.4486729,52.1163183,Kerry,,Ireland,"Craft,Shopping,Activity Operator,Tour"
Eco Pizzeria and Restaurant,http://www.ecogorey.com,+353(0)539421100,-6.2967902,52.6752146,Wexford,Gorey,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
The Pier House,http://facebook.com/pierhousecourtmacsherry,353239000000,-8.710334371,51.63511144,Cork,Courtmacsherry,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Royal Canal Bike Hire,https://royalcanalbikehire.ie,353852000000,-6.589087589,53.37868917,Kildare,Maynooth,Ireland,"Cycling,Activity Operator,Tour"
Donal Ryan Car & Van Hire Ltd,http://www.donalryanrentacar.com,+353(0)50452222,-8.075147,52.774427,Tipperary,Nenagh,Republic of Ireland,"Transport,Coach,Road"
Café Topolis,https://www.cafetopolis.com,35316704961,-6.267469,53.344327,Dublin,,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
The Celt Bar,http://www.thecelt.ie/,+353(0)18788655,-6.254993392,53.35056463,Dublin,Dublin City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Irlanda in Italiano,http://irlandainitaliano.com/,+353(0)874175767,-6.2334757,53.3405011,Dublin,Dublin City,Ireland,"Activity Operator,Tour"
Early Access Book of Kells  & Dublin Castle Tour - LetzGo City Tours,http://www.letzgocitytours.com/dublin/,+353(0)12548650,-6.3281682,53.3244379,Dublin,,Ireland,"Activity Operator,Tour"
Macroom Country Market,https://www.facebook.com/Macroomcountrymarket/,353214000000,-8.954041,51.904256,Cork,Macroom,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Free Walking Tours Howth,http://freewalkingtourshowth.com,+353(0)879781390,-6.0742243,53.3889609,Dublin,Howth,Ireland,"Walking,Activity Operator,Tour"
Castlecomer Golf Club,http://www.castlecomergolf.ie,353564000000,-7.2052717,52.797611,Kilkenny,Castlecomer,Ireland,"Golf Course,Golf,Activity Operator"
Breffni Arms Hotel Restaurant,http://www.facebook.com/breffniarmshotel,353494000000,-7.583673221,53.92504481,Cavan,Arvagh,Republic of Ireland,"Food and Drink,Restaurant"
Crolly - Lub an Clocháin Bhig Loop,,,-8.229259582,55.05007133,Donegal,Gweedore,Ireland,Walking
Croagh Patrick Pilgrimage,http://www.croagh-patrick.com,+353(0)9864114,-9.659543149,53.75837207,Mayo,Murrisk,Republic of Ireland,Walking
Ardgillan Castle Café,http://facebook.com/ardgillancastle,+353(0)18492212,-6.16,53.586,Dublin,Balbriggan,Ireland,"Food and Drink,Restaurant,Cafe"
The Dublin City Pub Crawl,http://www.thedublincitypubcrawl.com/,+353(0)864020040,-6.259270059,53.34738308,Dublin,Dublin City,Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Stable Diet Café and Patisserie,http://www.stablediet.com,353539000000,-6.4588096,52.3356257,Wexford,,Ireland,"Food and Drink,Restaurant,Cafe"
New Acropolis,http://www.acropolis.ie,+353(0)14968310,-6.2648038,53.3282596,Dublin,Rathmines,Ireland,Learning
Colligan Wood - Inchidrisla Loop,,,-7.687972703,52.12507999,Waterford,Dungarvan,Republic of Ireland,Walking
Celtic Journey Tours,http://www.celticjourneytours.20m.com,+353(0)18204885,-6.479029,53.421622,Meath,Dunboyne,Republic of Ireland,"Activity Operator,Tour"
Ashford Outdoors,http://www.ashfordoutdoors.com,353950000000,-9.2801536,53.5388177,Mayo,,Ireland,"Climbing,Activity Operator,Cycling,Horse Riding,Equestrian,Kayaking,Zip Lining,Venue,Sports Venues,Bike Rental,Tour"
Everett’s Restaurant,https://www.everetts.ie,35351325174,-7.1083169,52.26044,Waterford,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
The Lee System (Game & Coarse Angling),http://homepage.eircom.net/~swrfb/,+353(0)2641221,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Boolas Loop,,,-7.495731264,52.30649404,Waterford,Rathgormack,Ireland,Walking
Murfs Surf School,https://www.murfssurfschool.com,353862000000,-8.268667,54.490266,Donegal,Bundoran,Ireland,"Surfing,Activity Operator"
Old Conna Golf Club,http://www.oldconna.com,35312826055,-6.1380261,53.215558,Wicklow,Bray,Ireland,"Golf Course,Golf"
Berlitz Language Centre,https://www.facebook.com/BerlitzDublin,+353(0)16449742,-6.250585,53.341729,Dublin,Dublin,Republic of Ireland,Learning
The Old Oak Bar and Cyprus Avenue,http://www.cyprusavenue.ie,353214000000,-8.4700319,51.8981475,Cork,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Woolshed Baa & Grill,http://woolshedbaa.com/dublin,+353(0)18724325,-6.267383295,53.35036296,Dublin,Dublin City Centre,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Rolys Bistro,http://www.rolysbistro.ie,+353(0)16682611,-6.232253,53.329399,Dublin,,Republic of Ireland,"Food and Drink,Restaurant"
The Tankard Bar and Seafood Restaurant,https://www.facebook.com/tankardbarandrestaurant,353667000000,-9.8236145,52.2773583,Kerry,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
The Candle Room Restaurant,https://www.killarneyroyal.ie/dining,353647000000,-9.5054943,52.0600377,Kerry,Killarney,Ireland,"Food and Drink,Restaurant"
Toddys Brasserie,http://www.gresham-hotels-dublin.com/cmsFiles/toddys_menu_layout_2.pdf,+353(0)18746881,-6.260295,53.35166,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
Ardmore Adventures,http://www.ardmoreadventures.ie,353834000000,-7.7219554,51.9512684,Waterford,Ardmore,Ireland,"Kayaking,Activity Operator,Adventure Park"
"The Thatched Cottage Restaurant, Bar and Banquet Room",http://www.thethatchedcottage.ie,3536731426,-8.2448235,52.8914698,Tipperary,Nenagh,Ireland,"Food and Drink,Restaurant"
Rouge Restaurant,https://www.rougegalway.com/restaurant,35391530681,-9.0571893,53.2704869,Galway,,Ireland,"Food and Drink,Restaurant"
George's Street Arcade,https://georgesstreetarcade.ie,353872000000,-6.2633661,53.3425059,Dublin,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Doonbeg Loop,https://www.sportireland.ie/outdoors/walking/trails/doonbeg-loop,,-9.525907553,52.73184614,Clare,,Ireland,Walking
Jamie Knox Watersports,http://www.jamieknox.com,353667000000,-10.0295375,52.2996194,Kerry,Castlegregory,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing"
101 Talbot,https://www.facebook.com/pages/101-Talbot-Restaurant/197016933657643,+353(0)18745011,-6.257199,53.350167,Dublin,Dublin City Centre,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Vegetarian"
Cappanalea Outdoor Education Centre,https://www.cappanalea.ie,353670000000,-9.853169,52.046932,Kerry,Killorglin,Ireland,"Climbing,Activity Operator,Kayaking,Walking,Adventure Park"
The Hawthorn Bar,http://www.hawthornbar.com,353215000000,-8.4887852,51.886123,Cork,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Coarse Angling Carrigallen,,+353(0)719851435,-7.649019702,53.97666721,Leitrim,Carrigallen,Republic of Ireland,"Fishing,Angling"
Slade Valley Golf Club,https://www.sladevalleygolfclub.ie,35314582183,-6.4708252,53.2563717,Dublin,Brittas,Ireland,"Golf Course,Golf,Activity Operator"
Mannion's  Pub,http://www.mannionspub.ie,35351426510,-6.9368709,52.4142203,Wexford,New Ross,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Jennifers Travels,http://www.jenniferztravels.com,353863000000,-7.066943,53.143926,Kildare,,Ireland,"Cruising,Activity Operator,Boat,Tour"
Celtic Link Ferries,http://www.aferry.com/celtic-link-ferries.htm,+353(0)539162688,-6.336512017,52.25324033,Wexford,Rosslare,Republic of Ireland,"Transport,Coach,Road"
Westport Leisure Park,http://www.westportleisure.com,+353(0)9829160,-9.525624,53.800232,Mayo,Westport,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Sports Venues"
Beltra Country Market,https://www.facebook.com/beltracountrymarket/,353869000000,-8.624828,54.2218763,Sligo,Beltra,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Golden Falls Water Ski Club,http://www.goldenfallswaterskiclub.com,,-6.602019221,53.11796545,Kildare,Ballymore Eustace,Republic of Ireland,"Learning,Activity Operator,Venue,Sports Venues"
Bere Island - Ardnakinna West Island Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.915456347,51.61831245,Cork,Bere Island,Ireland,Walking
Lettermaghera Loop,http://www.mayo-ireland.com,+353(0)9825711,-9.58770528,53.90499033,Mayo,Newport,Republic of Ireland,Walking
Gourmet Greenway Food Trail - Mulranny Park Hotel,http://www.mulrannyparkhotel.ie,+353(0)9836000,-9.756213444,53.90643831,Mayo,Mulranny,Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
The Duke Pub,http://www.thedukedublin.com,+353(0)16799553,-6.25878,53.341978,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Pike Restaurant at the Pikers Lodge,http://www.pikerslodge.com/html/restaurant.html,353437000000,-7.5340019,53.8731329,Cavan,Lough Gowna,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Lilly's Antiques,https://www.discoverireland.ie/Activities-Adventure/lilly-s-antiques/87758,353950000000,-9.2866904,53.5413518,Mayo,Cong,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Wild Irish Crafts,http://www.wild-irish.ie/,353539000000,-6.5611956,52.7652792,Wicklow,Shillelagh,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
La Fougére Restaurant,https://www.knockrannyhousehotel.ie/dining/la-fougere,3539828600,-9.5079164,53.8021533,Mayo,Westport,Ireland,"Food and Drink,Restaurant"
Muckross And Dinis Tour,,+353(0)646631633,-9.500202749,52.02677706,Kerry,Killarney,Republic of Ireland,"Walking,Activity Operator,Tour"
Shawbrook Ballet Theatre,http://www.shawbrook.org/,+353(0)449357570,-7.602052,53.623708,Longford,Legan,Republic of Ireland,Learning
Ardkeen Market,https://www.iomst.ie/market/ardkeen-outdoor-artisan-market/,353868000000,-7.082923,52.246666,Waterford,Waterford City,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
River Bar & Restaurant at the Riverbank House Hotel,https://www.riverbankhousehotel.com/river-bar-and-restaurant.html,353539000000,-6.4548986,52.3445527,Wexford,,Republic of Ireland,"Food and Drink,Restaurant,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
Astra Bowl,http://www.facebook.com/astra.bowl/,+353(0)494372662,-7.358907,53.989709,Cavan,Cavan Town,Republic of Ireland,Activity Operator
Lock 13 Brewpub,http://lock13.ie,35345850500,-6.664831087,53.24949143,Kildare,Sallins,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Spirit One Spa at The Galmont Hotel ,https://www.thegalmont.com/en/spa/,35391538300,-9.0434581,53.2735949,Galway,,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Fitness and Leisure,Venue,Spa"
Titanic and Belfast City Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,-6.250291,53.351003,Dublin,,Ireland,"Activity Operator,Tour"
Café at Butlers Chocolate Experience,http://www.butlerschocolates.com/uk/chocolateexperience,+353(0)14748159,-6.219445,53.404051,Dublin,,Ireland,"Food and Drink,Restaurant,Cafe"
Carlow Farmers Market,http://www.carlowfarmersmarket.com,353873000000,-6.9293559,52.8355601,Carlow,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Cove Sailing Club,http://covesailingclub.ie,353871000000,-8.3099899,51.8467259,Cork,Cobh,Ireland,"Sailing,Activity Operator"
Gort Golf Club,https://gortgolf.com,35391632244,-8.8737516,53.064491,Galway,Gort,Ireland,"Golf Course,Golf,Activity Operator"
Caherdaniel Market,https://www.facebook.com/caherdanielmarket,353669000000,-10.09936251,51.76945612,Kerry,Caherdaniel,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Peacock Cafe,http://www.abbeytheatre.ie,,-6.257140528,53.3486866,Dublin,,Ireland,"Food and Drink,Restaurant"
THE VENUE Theatre,http://www.venuetheatre.ie,+353(0)16895600,-6.461288,53.507389,Meath,Ratoath,Republic of Ireland,"Craft,Shopping,Activity Operator,Venue,Music"
MacTurcaills,,+353(0)16790981,-6.255297,53.345973,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Tudors Bistro At Palmerstown House,https://www.facebook.com/palmerstownhouse,+353(0)16264505,-6.357234,53.51605,Dublin,Palmerstown,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Lough Derg Aqua Splash,http://aquasplash.ie,353838000000,-8.276273932,52.92674343,Tipperary,Dromineer,Republic of Ireland,"Kayaking,Activity Operator,Adventure Park"
Foleys Tea Rooms and Antique Shop,https://www.facebook.com/foleyscastlebellingham?fref=ts,353427000000,-6.3892238,53.8973403,Louth,Castlebellingham,Ireland,"Food and Drink,Restaurant,Cafe,Seafood,Vegetarian"
Castalia Hall,,+353(0)567761497,-7.347624937,52.50953433,Kilkenny,Callan,Ireland,
Hook & Ladder Café Waterford,http://www.hookandladder.ie,35351850765,-7.1183101,52.2489215,Waterford,,Ireland,"Food and Drink,Restaurant,Cafe"
Blessington Lakes Golf Club,http://www.blessingtonlakesgolfclub.com,35345867146,-6.540298,53.124422,Wicklow,Blessington,Ireland,"Golf Course,Golf,Activity Operator"
Chili Club,http://www.chiliclub.ie,+353(0)16773721,-6.259646,53.340874,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
Giants Causeway Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,35318828344,-6.259074209,53.34658022,Dublin,,Ireland,"Activity Operator,Tour"
Cliffs of Moher Walking Tours,https://cliffsofmoherwalkingtours.ie/,+353(0)863147514,-9.429430473,52.93951401,Clare,Liscannor,Ireland,"Bird Watching,Nature and Wildlife,Walking,Activity Operator,Tour"
7 Day Treasure Ireland Tour - Vagabond Tours of Ireland,http://twitter.com/vagabondireland,+353(0)14428559,-6.260205158,53.34930563,Wicklow,,Ireland,"Activity Operator,Tour"
Weir's Bar & Restaurant,http://www.weirsmultyfarnham.ie,353449000000,-7.3907332,53.6245997,Westmeath,Multyfarnham,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
The Barony Of Erris - Language And Culture Irish Colleges,http://www.concos.ie,35391577050,-9.987016054,54.22138267,Mayo,Belmullet,Republic of Ireland,"Learning,Activity Operator"
Mulberry Garden,http://www.mulberrygarden.ie,+353(0)12693300,-6.236911372,53.32265481,Dublin,Donnybrook,Ireland,"Food and Drink,Restaurant"
Waterford Nature Park,http://www.facebook.com/waterfordnaturepark,+353(0)51849759,-7.121039642,52.24509682,Waterford,Waterford City,Ireland,"Walking,Public Park,Nature and Wildlife,Tour"
Everest Language School,http://everestlanguageschool.com/,+353(0)15594919,-6.259458858,53.34630174,Dublin,Dublin City,Ireland,"Covid Safety Charter,Learning"
Climb Ireland - Tours,http://www.climbireland.com,+353(0)863399193,-7.7422596,52.9422207,Tipperary,Roscrea,Ireland,"Walking,Activity Operator,Tour"
Lough Natragh,,+353(0)749721148,-7.830660339,54.54257242,Donegal,Pettigo,Republic of Ireland,"Fishing,Angling"
Mikey Ryan’s Bar and Kitchen,http://mikeyryans.ie,3536262007,-7.8881274,52.516817,Tipperary,Cashel,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
The Half Barrel,https://www.facebook.com/whitegatebarandrestaurant,35361927477,-8.3719086,52.9518694,Clare,Whitegate,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
TGI Fridays Blanchardstown,http://www.fridays.ie/pages/locator.php?tab=3,+353(0)18225990,-6.392785,53.391405,Dublin,Blanchardstown,Republic of Ireland,"Food and Drink,Restaurant"
St Laserian's Trail - Driving Route,,+353(0)599131554,-6.928555,52.83657,Carlow,,Ireland,"Activity Operator,Tour"
Poulaphouca House,http://poulaphouca.ie/food-drink,35345864118,-6.590027,53.1183428,Wicklow,Hollywood,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Il Corvo,http://www.ilcorvo.ie,+353(0)18375727,-6.252679636,53.37199101,Dublin,Drumcondra,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Coarse Angling Clones,,+353(0)4781122,-7.23515687,54.17212475,Monaghan,Clones,Republic of Ireland,"Fishing,Angling"
Moycullen Riding Centre,http://www.moycullenriding.com,353872000000,-9.159604,53.302644,Galway,Moycullen,Ireland,"Horse Riding,Equestrian,Activity Operator"
Belmont Demesne,http://belmontdemesne.ie,353834000000,-6.0948265,53.1671317,Wicklow,Greystones,Republic of Ireland,"Restaurant,Cycling,Food and Drink,Walking,Activity Operator,Adventure Park,Artisan,Cafe,Local Produce,Bike Rental"
Vintage Cocktail Club,http://vintagecocktailclub.com/,+353(0)16753547,-6.2629597,53.3450623,Dublin,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Cavistons Seafood Restaurant and Food Emporium,http://www.cavistons.com,35312809245,-6.1228282,53.2871332,Dublin,Sandycove,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Clarin Bistro,https://www.raheenwoodshotel.ie/restaurants-athenry-galway.html,35391875888,-8.7615154,53.3002476,Galway,Raheen,Ireland,"Food and Drink,Restaurant"
The Lord Lucan,http://www.lordlucanpub.com,35316217100,-6.450927,53.348457,Dublin,Lucan,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Ashtown Stables,http://www.ashtownstables.com,35318383807,-6.3330091,53.3748696,Dublin,,Ireland,"Horse Riding,Equestrian,Activity Operator,Tour"
Zaytoon,http://www.zaytoon.ie/,+353(0)16773595,-6.267318,53.344889,Dublin,,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Ocean Crew,http://oceancrew.ie,353216000000,-8.413429879,51.89817716,Cork,Blackrock,Ireland,Activity Operator
The Belfry Pub and Embassy Restaurant,https://belfrypub.com,353719000000,-8.4715795,54.2709909,Sligo,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Golf Chumann Ceann Sibéal,http://www.dinglelinks.com,353669000000,-10.4425907,52.1798793,Kerry,Dingle,Ireland,"Golf Course,Golf,Activity Operator"
Pepe's Restaurant,https://www.facebook.com/pepesnenagh,3536743883,-8.1977837,52.861519,Tipperary,Nenagh,Ireland,"Food and Drink,Restaurant"
Paddy’s Irish Hooleys,https://www.facebook.com/PaddysIrishhooleys,353872000000,-6.313992603,53.36666234,Dublin,,Ireland,"Learning,Activity Operator,Traditionally Irish,Venue,Music,Food and Drink,Pubs and Bar"
Wicklow Golf Club,http://www.wicklowgolfclub.ie,35340467379,-6.0260521,52.9750456,Wicklow,,Ireland,"Golf Course,Golf,Activity Operator"
China House,,+353(0)14513349,-6.341271,53.280957,Dublin,Firhouse,Republic of Ireland,"Food and Drink,Restaurant"
Malcolm McPherson - Angling Guide,http://www.killalaseatroutangling.com,3539632667,-9.215966,54.21625,Mayo,,Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues"
West Galway School of Navigation,http://www.serioussailing.com,3539523569,-10.07494374,53.43426887,Galway,Ballyconneely,Republic of Ireland,"Sailing,Activity Operator"
